epoch,accuracy,loss,val_accuracy,val_loss
0,0.35787433385849,1.3328704833984375,0.39769452810287476,1.2753971815109253
1,0.6324384212493896,1.0068293809890747,0.6772334575653076,0.9635722041130066
2,0.7940769195556641,0.5912536978721619,0.7089337110519409,0.8037707209587097
3,0.8469415903091431,0.416055291891098,0.7118155360221863,0.8076305389404297
4,0.8831995725631714,0.3289804458618164,0.7060518860816956,0.8571516871452332
5,0.9089399576187134,0.26742634177207947,0.6887608170509338,0.9012796878814697
6,0.9316357374191284,0.21581175923347473,0.6714697480201721,0.9775390625
7,0.9407694339752197,0.1832049936056137,0.6945244669914246,1.0519452095031738
8,0.9446443319320679,0.16307185590267181,0.6772334575653076,1.1548296213150024
9,0.9551619291305542,0.14145159721374512,0.6772334575653076,1.205116629600525
10,0.9656794667243958,0.11440249532461166,0.6772334575653076,1.3034921884536743
11,0.9640188217163086,0.11447111517190933,0.6829971075057983,1.3536405563354492
12,0.9667866230010986,0.10688759386539459,0.6945244669914246,1.3532277345657349
13,0.9703847169876099,0.09075777977705002,0.6916426420211792,1.416269302368164
14,0.9706615209579468,0.09000435471534729,0.6743515729904175,1.4863280057907104
15,0.9701079726219177,0.0907071977853775,0.6743515729904175,1.5142518281936646
16,0.974259614944458,0.07852709293365479,0.6714697480201721,1.5431758165359497
17,0.9745364189147949,0.07738011330366135,0.6685879230499268,1.60870361328125
18,0.9745364189147949,0.0733979269862175,0.6685879230499268,1.656815528869629
19,0.975643515586853,0.07204601913690567,0.6743515729904175,1.6419434547424316
20,0.9753667116165161,0.06846104562282562,0.6829971075057983,1.7109689712524414
21,0.9761970639228821,0.0678483322262764,0.6685879230499268,1.7537729740142822
22,0.9725989699363708,0.06664059311151505,0.6657060384750366,1.7708724737167358
23,0.9767506122589111,0.06263604760169983,0.6570605039596558,1.812097191810608
24,0.977027416229248,0.06242845579981804,0.6570605039596558,1.8267327547073364
